At. Num,Ion Charge,Ground Shells,Ground Level,Ionization Energy (eV),Uncertainty (eV)
96,+68,[Ar].3d10,1S0,(8270),50
96,+69,[Ar].3d9,2D<5/2>,(8440),50
96,+70,[Ar].3d8,3F<4>,(8620),60
96,+71,[Ar].3d7,4F<9/2>,(8820),60
96,+72,[Ar].3d6,<4>,(9000),70
96,+73,[Ar].3d5,<5/2>,(9180),90
96,+74,[Ar].3d4,5D0,(9630),90
96,+75,[Ar].3d3,4F<3/2>,(9820),100
96,+76,[Ar].3d2,3F<2>,(10020),110
96,+77,[Ar].3d,2D<3/2>,(10220),120
96,+78,[Ne].3s2.3p6,1S0,(10760),120
96,+79,[Ne].3s2.3p5,2P*<3/2>,(10920),140
96,+80,[Ne].3s2.3p4,3P<2>,(11100),150
96,+81,[Ne].3s2.3p3,2P*<3/2>,(11270),160
96,+82,[Ne].3s2.3p2,3P0,(12740),170
96,+83,[Ne].3s2.3p,2P*<1/2>,(12950),190
96,+84,[Ne].3s2,1S0,(13350),200
96,+85,[Ne].3s,2S<1/2>,(13550),220
96,+86,1s2.2s2.2p6,1S0,(27740),240
96,+87,1s2.2s2.2p5,2P*<3/2>,(28180),250
96,+88,1s2.2s2.2p4,3P<2>,(28700),300
96,+89,1s2.2s2.2p3,"(0,3/2)*<3/2>",(29100),300
96,+90,1s2.2s2.2p2,3P0,(34600),300
96,+91,1s2.2s2.2p,2P*<1/2>,(35200),300
96,+92,1s2.2s2,1S0,(36000),400
96,+93,1s2.2s,2S<1/2>,(36493.0),0.9
96,+94,1s2,1S0,(143311),4
96,+95,1s,2S<1/2>,(145740.1),1.6
97,0,[Rn].5f9.7s2,6H*<15/2>,6.19785,0.00025
97,+1,[Rn].5f9.7s,7H*<8>,[11.9],0.4
97,+2,[Rn].5f9,6H*<15/2>,[21.6],0.4
97,+3,[Rn].5f8,7F<6>,[36.0],0.4
97,+4,[Rn].5f7,8S*<7/2>,(56.0),1.9
97,+5,[Rn].5f6,7F0,(70.1),2.0
97,+6,[Rn].5f5,6H*<5/2>,(90.0),2.0
97,+7,[Rn].5f4,5I<4>,(114),6
97,+8,[Hg].5f6.6p3,*,(130),6
97,+9,[Hg].5f6.6p2,,(147),7
97,+10,[Hg].5f5.6p2,*,(171),9
97,+11,[Hg].5f4.6p2,,(195),10
97,+12,[Hg].5f3.6p2,*,(218),11
97,+13,[Hg].5f2.6p2,,(240),12
97,+14,[Hg].5f2.6p,*,(259),12
97,+15,[Hg].5f2,,(279),14
97,+16,[Hg].5f,2F*<5/2>,(303),15
97,+17,[Xe].4f14.5d10.6s2,1S0,(339),3
97,+18,[Xe].4f14.5d10.6s,2S<1/2>,(361),3
97,+19,[Xe].4f14.5d10,1S0,(497),4
97,+20,[Xe].4f14.5d9,2D<5/2>,(526),4
97,+21,[Xe].4f14.5d8,3F<4>,(557),4
97,+22,[Xe].4f14.5d7,4F<9/2>,(590),4
97,+23,[Xe].4f14.5d6,5D<4>,(621),4
97,+24,[Xe].4f14.5d5,6S<5/2>,(652),4
97,+25,[Xe].4f14.5d4,5D0,(700),4
97,+26,[Xe].4f14.5d3,4F<3/2>,(733),4
97,+27,[Xe].4f14.5d2,3F<2>,(768),4
97,+28,[Xe].4f14.5d,2D<3/2>,(800),4
97,+29,[Xe].4f14,1S0,(960),50
97,+30,[Cd].4f14.5p5,2P*<3/2>,(1000),50
97,+31,[Cd].4f14.5p4,3P<2>,(1040),50
97,+32,[Cd].4f14.5p3,2P*<3/2>,(1080),50
97,+33,[Cd].4f14.5p2,3P0,(1200),60
97,+34,[Cd].4f14.5p,2P*<1/2>,(1240),60
97,+35,[Cd].4f14,1S0,(1360),70
97,+36,[Kr].4d10.4f14.5s,2S<1/2>,(1410),70
97,+37,[Kr].4d10.4f14,1S0,(1550),80
97,+38,[Kr].4d10.4f13,2F*<7/2>,(1630),80
97,+39,[Kr].4d10.4f12,,(1720),90
97,+40,[Kr].4d10.4f11,4I*<15/2>,(1800),90
97,+41,[Kr].4d10.4f10,5I<8>,(1890),90
97,+42,[Kr].4d10.4f9,6H*<15/2>,(1970),100
97,+43,[Kr].4d10.4f8,7F<6>,(2050),100
97,+44,[Kr].4d10.4f7,8S*<7/2>,(2140),110
97,+45,[Kr].4d10.4f6,7F0,(2240),110
97,+46,[Kr].4d10.4f5,6H*<5/2>,(2320),120
97,+47,[Kr].4d10.4f4,5I<4>,(2410),120
97,+48,[Kr].4d10.4f3,4I*<9/2>,(2490),120
97,+49,[Kr].4d10.4f2,3H<4>,(2580),120
97,+50,[Kr].4d10.4f,2F*<5/2>,(2670),140
97,+51,[Kr].4d10,1S0,(3080),4
97,+52,[Kr].4d9,2D<5/2>,(3154),4
97,+53,[Kr].4d8,3F<4>,(3232),5
97,+54,[Kr].4d7,4F<9/2>,(3315),5
97,+55,[Kr].4d6,5D<4>,(3393),5
97,+56,[Kr].4d5,<5/2>,(3469),5
97,+57,[Kr].4d4,5D0,(3630),6
97,+58,[Kr].4d3,4F<3/2>,(3709),6
97,+59,[Kr].4d2,3F<2>,(3797),7
97,+60,[Kr].4d,2D<3/2>,(3877),10
97,+61,[Ar].3d10.4s2.4p6,1S0,(4202),12
97,+62,[Ar].3d10.4s2.4p5,2P*<3/2>,(4281),15
97,+63,[Ar].3d10.4s2.4p4,3P<2>,(4365),19
97,+64,[Ar].3d10.4s2.4p3,*<3/2>,(4445),24
97,+65,[Ar].3d10.4s2.4p2,3P0,(4940),30
97,+66,[Ar].3d10.4s2.4p,2P*<1/2>,(5040),40
97,+67,[Ar].3d10.4s2,1S0,(5270),40
97,+68,[Ar].3d10.4s,2S<1/2>,(5360),50
97,+69,[Ar].3d10,1S0,(8500),50
97,+70,[Ar].3d9,2D<5/2>,(8670),60
97,+71,[Ar].3d8,3F<4>,(8850),60
97,+72,[Ar].3d7,4F<9/2>,(9050),70
97,+73,[Ar].3d6,<4>,(9240),90
97,+74,[Ar].3d5,<5/2>,(9420),90
97,+75,[Ar].3d4,5D0,(9880),100
97,+76,[Ar].3d3,4F<3/2>,(10070),110
97,+77,[Ar].3d2,3F<2>,(10280),120
97,+78,[Ar].3d,2D<3/2>,(10480),120
97,+79,[Ne].3s2.3p6,1S0,(11020),140
97,+80,[Ne].3s2.3p5,2P*<3/2>,(11190),150
97,+81,[Ne].3s2.3p4,3P<2>,(11380),160
97,+82,[Ne].3s2.3p3,2P*<3/2>,(11550),170
97,+83,[Ne].3s2.3p2,3P0,(13090),190
97,+84,[Ne].3s2.3p,2P*<1/2>,(13300),200
97,+85,[Ne].3s2,1S0,(13720),220
97,+86,[Ne].3s,2S<1/2>,(13910),240
97,+87,1s2.2s2.2p6,1S0,(28380),250
97,+88,1s2.2s2.2p5,2P*<3/2>,(28800),300
97,+89,1s2.2s2.2p4,3P<2>,(29300),300
97,+90,1s2.2s2.2p3,"(0,3/2)*<3/2>",(29800),300
97,+91,1s2.2s2.2p2,3P0,(35500),300
97,+92,1s2.2s2.2p,2P*<1/2>,(36200),400
97,+93,1s2.2s2,1S0,(37000),400
97,+94,1s2.2s,2S<1/2>,(37457.6),0.9
97,+95,1s2,1S0,(146917),5
97,+96,1s,2S<1/2>,(149398),5
98,0,[Rn].5f10.7s2,5I<8>,6.281878,0.000006
98,+1,[Rn].5f10.7s,6I<17/2>,[12.0],0.4
98,+2,[Rn].5f10,5I<8>,[22.4],0.4
98,+3,[Rn].5f9,6H*<15/2>,[37.7],0.4
98,+4,[Rn].5f8,7F<6>,(51.9),1.9
98,+5,[Rn].5f7,8S*<7/2>,(75.0),2.0
98,+6,[Rn].5f6,7F0,(91.0),2.0
98,+7,[Rn].5f5,6H*<5/2>,(112.9),2.1
98,+8,[Rn].5f4,5I<4>,(133),6
98,+9,[Hg].5f7.6p2,*,(152),7
98,+10,[Hg].5f6.6p2,,(178),9
98,+11,[Hg].5f5.6p2,*,(201),10
98,+12,[Hg].5f4.6p2,,(225),11
98,+13,[Hg].5f3.6p2,*,(247),12
98,+14,[Hg].5f3.6p,,(265),14
98,+15,[Hg].5f3,*,(286),15
98,+16,[Hg].5f2,,(310),15
98,+17,[Hg].5f,2F*<5/2>,(334),16
98,+18,[Xe].4f14.5d10.6s2,1S0,(368),3
98,+19,[Xe].4f14.5d10.6s,2S<1/2>,(390),4
98,+20,[Xe].4f14.5d10,1S0,(536),4
98,+21,[Xe].4f14.5d9,2D<5/2>,(566),4
98,+22,[Xe].4f14.5d8,3F<4>,(597),4
98,+23,[Xe].4f14.5d7,4F<9/2>,(630),4
98,+24,[Xe].4f14.5d6,5D<4>,(662),4
98,+25,[Xe].4f14.5d5,6S<5/2>,(695),4
98,+26,[Xe].4f14.5d4,5D0,(744),4
98,+27,[Xe].4f14.5d3,4F<3/2>,(778),4
98,+28,[Xe].4f14.5d2,3F<2>,(814),4
98,+29,[Xe].4f14.5d,2D<3/2>,(847),4
98,+30,[Xe].4f14,1S0,(1010),50
98,+31,[Cd].4f14.5p5,2P*<3/2>,(1050),50
98,+32,[Cd].4f14.5p4,3P<2>,(1090),50
98,+33,[Cd].4f14.5p3,2P*<3/2>,(1120),60
98,+34,[Cd].4f14.5p2,3P0,(1250),60
98,+35,[Cd].4f14.5p,2P*<1/2>,(1300),60
98,+36,[Cd].4f14,1S0,(1420),70
98,+37,[Kr].4d10.4f14.5s,2S<1/2>,(1470),70
98,+38,[Kr].4d10.4f14,1S0,(1620),80
98,+39,[Kr].4d10.4f13,2F*<7/2>,(1700),90
98,+40,[Kr].4d10.4f12,,(1790),90
98,+41,[Kr].4d10.4f11,4I*<15/2>,(1880),100
98,+42,[Kr].4d10.4f10,5I<8>,(1960),100
98,+43,[Kr].4d10.4f9,6H*<15/2>,(2050),100
98,+44,[Kr].4d10.4f8,7F<6>,(2130),110
98,+45,[Kr].4d10.4f7,8S*<7/2>,(2220),110
98,+46,[Kr].4d10.4f6,7F0,(2320),120
98,+47,[Kr].4d10.4f5,6H*<5/2>,(2410),120
98,+48,[Kr].4d10.4f4,5I<4>,(2490),120
98,+49,[Kr].4d10.4f3,4I*<9/2>,(2580),120
98,+50,[Kr].4d10.4f2,3H<4>,(2670),140
98,+51,[Kr].4d10.4f,2F*<5/2>,(2750),140
98,+52,[Kr].4d10,1S0,(3186),4
98,+53,[Kr].4d9,2D<5/2>,(3261),5
98,+54,[Kr].4d8,3F<4>,(3340),5
98,+55,[Kr].4d7,4F<9/2>,(3424),5
98,+56,[Kr].4d6,5D<4>,(3503),5
98,+57,[Kr].4d5,<5/2>,(3581),6
98,+58,[Kr].4d4,5D0,(3747),6
98,+59,[Kr].4d3,4F<3/2>,(3828),7
98,+60,[Kr].4d2,3F<2>,(3915),10
98,+61,[Kr].4d,2D<3/2>,(3998),12
98,+62,[Ar].3d10.4s2.4p6,1S0,(4329),15
98,+63,[Ar].3d10.4s2.4p5,2P*<3/2>,(4407),19
98,+64,[Ar].3d10.4s2.4p4,3P<2>,(4494),24
98,+65,[Ar].3d10.4s2.4p3,*<3/2>,(4570),30
98,+66,[Ar].3d10.4s2.4p2,3P0,(5100),40
98,+67,[Ar].3d10.4s2.4p,2P*<1/2>,(5190),40
98,+68,[Ar].3d10.4s2,1S0,(5430),50
98,+69,[Ar].3d10.4s,2S<1/2>,(5520),50
98,+70,[Ar].3d10,1S0,(8730),60
98,+71,[Ar].3d9,2D<5/2>,(8900),60
98,+72,[Ar].3d8,3F<4>,(9090),70
98,+73,[Ar].3d7,4F<9/2>,(9290),90
98,+74,[Ar].3d6,<4>,(9480),90
98,+75,[Ar].3d5,<5/2>,(9660),100
98,+76,[Ar].3d4,5D0,(10140),110
98,+77,[Ar].3d3,4F<3/2>,(10330),120
98,+78,[Ar].3d2,3F<2>,(10550),120
98,+79,[Ar].3d,2D<3/2>,(10740),140
98,+80,[Ne].3s2.3p6,1S0,(11300),150
98,+81,[Ne].3s2.3p5,2P*<3/2>,(11470),160
98,+82,[Ne].3s2.3p4,3P<2>,(11650),170
98,+83,[Ne].3s2.3p3,2P*<3/2>,(11820),190
98,+84,[Ne].3s2.3p2,3P0,(13450),200
98,+85,[Ne].3s2.3p,2P*<1/2>,(13660),220
98,+86,[Ne].3s2,1S0,(14080),240
98,+87,[Ne].3s,2S<1/2>,(14280),250
98,+88,1s2.2s2.2p6,1S0,(29000),300
98,+89,1s2.2s2.2p5,2P*<3/2>,(29500),300
98,+90,1s2.2s2.2p4,3P<2>,(30000),300
98,+91,1s2.2s2.2p3,"(0,3/2)*<3/2>",(30500),300
98,+92,1s2.2s2.2p2,3P0,(36500),400
98,+93,1s2.2s2.2p,2P*<1/2>,(37100),400
98,+94,1s2.2s2,1S0,(37900),400
98,+95,1s2.2s,2S<1/2>,(38443.5),1.0
98,+96,1s2,1S0,(150593),5
98,+97,1s,2S<1/2>,(153124),5
99,0,[Rn].5f11.7s2,4I*<15/2>,6.36840,0.00006
99,+1,[Rn].5f11.7s,5I*<8>,[12.2],0.4
99,+2,[Rn].5f11,4I*<15/2>,[22.7],0.4
99,+3,[Rn].5f10,5I<8>,[38.8],0.4
99,+4,[Rn].5f9,6H*<15/2>,(54.1),1.9
99,+5,[Rn].5f8,7F<6>,(71.0),2.0
99,+6,[Rn].5f7,8S*<7/2>,(97.0),2.0
99,+7,[Rn].5f6,7F0,(112.9),2.1
99,+8,[Rn].5f5,6H*<5/2>,(137.0),2.2
99,+9,[Rn].5f4,5I<4>,(157),7
99,+10,[Hg].5f7.6p2,*,(180),9
99,+11,[Hg].5f6.6p2,,(206),10
99,+12,[Hg].5f5.6p2,*,(231),11
99,+13,[Hg].5f4.6p2,,(252),12
99,+14,[Hg].5f4.6p,*,(270),14
99,+15,[Hg].5f4,,(294),15
99,+16,[Hg].5f3,*,(317),16
99,+17,[Hg].5f2,,(342),17
99,+18,[Hg].5f,2F*<5/2>,(367),19
99,+19,[Xe].4f14.5d10.6s2,1S0,(398),4
99,+20,[Xe].4f14.5d10.6s,2S<1/2>,(421),4
99,+21,[Xe].4f14.5d10,1S0,(576),4
99,+22,[Xe].4f14.5d9,2D<5/2>,(606),4
99,+23,[Xe].4f14.5d8,3F<4>,(638),4
99,+24,[Xe].4f14.5d7,4F<9/2>,(672),4
99,+25,[Xe].4f14.5d6,5D<4>,(705),4
99,+26,[Xe].4f14.5d5,6S<5/2>,(738),4
99,+27,[Xe].4f14.5d4,5D0,(790),4
99,+28,[Xe].4f14.5d3,4F<3/2>,(824),4
99,+29,[Xe].4f14.5d2,3F<2>,(861),4
99,+30,[Xe].4f14.5d,2D<3/2>,(895),4
99,+31,[Xe].4f14,1S0,(1060),50
99,+32,[Cd].4f14.5p5,2P*<3/2>,(1100),50
99,+33,[Cd].4f14.5p4,3P<2>,(1140),60
99,+34,[Cd].4f14.5p3,2P*<3/2>,(1180),60
99,+35,[Cd].4f14.5p2,3P0,(1310),70
99,+36,[Cd].4f14.5p,2P*<1/2>,(1360),70
99,+37,[Cd].4f14,1S0,(1480),70
99,+38,[Kr].4d10.4f14.5s,2S<1/2>,(1530),80
99,+39,[Kr].4d10.4f14,1S0,(1690),80
99,+40,[Kr].4d10.4f13,2F*<7/2>,(1780),90
99,+41,[Kr].4d10.4f12,,(1870),90
99,+42,[Kr].4d10.4f11,4I*<15/2>,(1950),100
99,+43,[Kr].4d10.4f10,5I<8>,(2040),100
99,+44,[Kr].4d10.4f9,6H*<15/2>,(2130),110
99,+45,[Kr].4d10.4f8,7F<6>,(2220),110
99,+46,[Kr].4d10.4f7,8S*<7/2>,(2300),120
99,+47,[Kr].4d10.4f6,7F0,(2410),120
99,+48,[Kr].4d10.4f5,6H*<5/2>,(2490),120
99,+49,[Kr].4d10.4f4,5I<4>,(2580),120
99,+50,[Kr].4d10.4f3,4I*<9/2>,(2680),140
99,+51,[Kr].4d10.4f2,3H<4>,(2760),140
99,+52,[Kr].4d10.4f,2F*<5/2>,(2850),140
99,+53,[Kr].4d10,1S0,(3294),5
99,+54,[Kr].4d9,2D<5/2>,(3370),5
99,+55,[Kr].4d8,3F<4>,(3449),5
99,+56,[Kr].4d7,4F<9/2>,(3535),5
99,+57,[Kr].4d6,5D<4>,(3616),6
99,+58,[Kr].4d5,<5/2>,(3694),6
99,+59,[Kr].4d4,5D0,(3866),7
99,+60,[Kr].4d3,4F<3/2>,(3947),10
99,+61,[Kr].4d2,3F<2>,(4038),12
99,+62,[Kr].4d,2D<3/2>,(4120),15
99,+63,[Ar].3d10.4s2.4p6,1S0,(4456),19
99,+64,[Ar].3d10.4s2.4p5,2P*<3/2>,(4537),24
99,+65,[Ar].3d10.4s2.4p4,3P<2>,(4620),30
99,+66,[Ar].3d10.4s2.4p3,*<3/2>,(4700),40
99,+67,[Ar].3d10.4s2.4p2,3P0,(5260),40
99,+68,[Ar].3d10.4s2.4p,2P*<1/2>,(5350),50
99,+69,[Ar].3d10.4s2,1S0,(5600),50
99,+70,[Ar].3d10.4s,2S<1/2>,(5690),60
99,+71,[Ar].3d10,1S0,(8960),60
99,+72,[Ar].3d9,2D<5/2>,(9140),70
99,+73,[Ar].3d8,3F<4>,(9330),90
99,+74,[Ar].3d7,4F<9/2>,(9530),90
99,+75,[Ar].3d6,<4>,(9720),100
99,+76,[Ar].3d5,<5/2>,(9910),110
99,+77,[Ar].3d4,5D0,(10400),120
99,+78,[Ar].3d3,4F<3/2>,(10590),120
99,+79,[Ar].3d2,3F<2>,(10810),140
99,+80,[Ar].3d,2D<3/2>,(11010),150
99,+81,[Ne].3s2.3p6,1S0,(11570),160
99,+82,[Ne].3s2.3p5,2P*<3/2>,(11740),170
99,+83,[Ne].3s2.3p4,3P<2>,(11930),190
99,+84,[Ne].3s2.3p3,2P*<3/2>,(12110),200
99,+85,[Ne].3s2.3p2,3P0,(13810),220
99,+86,[Ne].3s2.3p,2P*<1/2>,(14030),240
99,+87,[Ne].3s2,1S0,(14460),250
99,+88,[Ne].3s,2S<1/2>,(14700),300
99,+89,1s2.2s2.2p6,1S0,(29700),300
99,+90,1s2.2s2.2p5,2P*<3/2>,(30100),300
99,+91,1s2.2s2.2p4,3P<2>,(30700),300
99,+92,1s2.2s2.2p3,"(0,3/2)*<3/2>",(31100),400
99,+93,1s2.2s2.2p2,3P0,(37400),400
99,+94,1s2.2s2.2p,2P*<1/2>,(38100),400
99,+95,1s2.2s2,1S0,(38900),400
99,+96,1s2.2s,2S<1/2>,(39451.4),1.0
99,+97,1s2,1S0,(154344),6
99,+98,1s,2S<1/2>,(156927),6
100,0,[Rn].5f12.7s2,3H<6>,[6.50],0.07
100,+1,[Rn].5f12.7s,4H<13/2>,[12.4],0.4
100,+2,[Rn].5f12,3H<6>,[23.2],0.4
100,+3,[Rn].5f11,4I*<15/2>,[39.3],0.4
100,+4,[Rn].5f10,5I<8>,(55.0),1.9
100,+5,[Rn].5f9,6H*<15/2>,(74.0),2.0
100,+6,[Rn].5f8,7F<6>,(93.0),2.0
100,+7,[Rn].5f7,8S*<7/2>,(120.0),2.1
100,+8,[Rn].5f6,7F0,(136.0),2.2
100,+9,[Rn].5f5,6H*<5/2>,(162.0),2.2
100,+10,[Rn].5f4,5I<4>,(185),9
100,+11,[Hg].5f7.6p2,*,(209),10
100,+12,[Hg].5f6.6p2,,(237),12
100,+13,[Hg].5f5.6p2,*,(257),12
100,+14,[Hg].5f5.6p,,(276),14
100,+15,[Hg].5f5,*,(300),15
100,+16,[Hg].5f4,,(326),16
100,+17,[Hg].5f3,*,(351),17
100,+18,[Hg].5f2,,(377),19
100,+19,[Hg].5f,2F*<5/2>,(402),20
100,+20,[Xe].4f14.5d10.6s2,1S0,(430),4
100,+21,[Xe].4f14.5d10.6s,2S<1/2>,(453),4
100,+22,[Xe].4f14.5d10,1S0,(616),4
100,+23,[Xe].4f14.5d9,2D<5/2>,(647),4
100,+24,[Xe].4f14.5d8,3F<4>,(680),4
100,+25,[Xe].4f14.5d7,4F<9/2>,(716),4
100,+26,[Xe].4f14.5d6,5D<4>,(749),4
100,+27,[Xe].4f14.5d5,6S<5/2>,(782),4
100,+28,[Xe].4f14.5d4,5D0,(837),4
100,+29,[Xe].4f14.5d3,4F<3/2>,(871),4
100,+30,[Xe].4f14.5d2,3F<2>,(909),4
100,+31,[Xe].4f14.5d,2D<3/2>,(944),4
100,+32,[Xe].4f14,1S0,(1110),50
100,+33,[Cd].4f14.5p5,2P*<3/2>,(1150),60
100,+34,[Cd].4f14.5p4,3P<2>,(1190),60
100,+35,[Cd].4f14.5p3,2P*<3/2>,(1230),60
100,+36,[Cd].4f14.5p2,3P0,(1370),70
100,+37,[Cd].4f14.5p,2P*<1/2>,(1420),70
100,+38,[Cd].4f14,1S0,(1550),80
100,+39,[Kr].4d10.4f14.5s,2S<1/2>,(1600),80
100,+40,[Kr].4d10.4f14,1S0,(1770),90
100,+41,[Kr].4d10.4f13,2F*<7/2>,(1850),90
100,+42,[Kr].4d10.4f12,,(1940),100
100,+43,[Kr].4d10.4f11,4I*<15/2>,(2030),100
100,+44,[Kr].4d10.4f10,5I<8>,(2120),110
100,+45,[Kr].4d10.4f9,6H*<15/2>,(2210),110
100,+46,[Kr].4d10.4f8,7F<6>,(2300),120
100,+47,[Kr].4d10.4f7,8S*<7/2>,(2390),120
100,+48,[Kr].4d10.4f6,7F0,(2490),120
100,+49,[Kr].4d10.4f5,6H*<5/2>,(2590),120
100,+50,[Kr].4d10.4f4,5I<4>,(2680),140
100,+51,[Kr].4d10.4f3,4I*<9/2>,(2760),140
100,+52,[Kr].4d10.4f2,3H<4>,(2850),150
100,+53,[Kr].4d10.4f,2F*<5/2>,(2950),150
100,+54,[Kr].4d10,1S0,(3403),5
100,+55,[Kr].4d9,2D<5/2>,(3480),5
100,+56,[Kr].4d8,3F<4>,(3561),5
100,+57,[Kr].4d7,4F<9/2>,(3647),6
100,+58,[Kr].4d6,5D<4>,(3730),6
100,+59,[Kr].4d5,<5/2>,(3810),7
100,+60,[Kr].4d4,5D0,(3986),10
100,+61,[Kr].4d3,4F<3/2>,(4070),12
100,+62,[Kr].4d2,3F<2>,(4160),15
100,+63,[Kr].4d,2D<3/2>,(4245),19
100,+64,[Ar].3d10.4s2.4p6,1S0,(4586),24
100,+65,[Ar].3d10.4s2.4p5,2P*<3/2>,(4670),30
100,+66,[Ar].3d10.4s2.4p4,3P<2>,(4760),40
100,+67,[Ar].3d10.4s2.4p3,*<3/2>,(4840),40
100,+68,[Ar].3d10.4s2.4p2,3P0,(5420),50
100,+69,[Ar].3d10.4s2.4p,2P*<1/2>,(5510),50
100,+70,[Ar].3d10.4s2,1S0,(5760),60
100,+71,[Ar].3d10.4s,2S<1/2>,(5860),60
100,+72,[Ar].3d10,1S0,(9200),70
100,+73,[Ar].3d9,2D<5/2>,(9370),90
100,+74,[Ar].3d8,3F<4>,(9570),90
100,+75,[Ar].3d7,4F<9/2>,(9770),100
100,+76,[Ar].3d6,<4>,(9970),110
100,+77,[Ar].3d5,<5/2>,(10160),120
100,+78,[Ar].3d4,5D0,(10660),120
100,+79,[Ar].3d3,4F<3/2>,(10860),140
100,+80,[Ar].3d2,3F<2>,(11080),150
100,+81,[Ar].3d,2D<3/2>,(11280),160
100,+82,[Ne].3s2.3p6,1S0,(11850),170
100,+83,[Ne].3s2.3p5,2P*<3/2>,(12020),190
100,+84,[Ne].3s2.3p4,3P<2>,(12220),200
100,+85,[Ne].3s2.3p3,2P*<3/2>,(12390),220
100,+86,[Ne].3s2.3p2,3P0,(14180),240
100,+87,[Ne].3s2.3p,2P*<1/2>,(14400),250
100,+88,[Ne].3s2,1S0,(14800),300
100,+89,[Ne].3s,2S<1/2>,(15000),300
100,+90,1s2.2s2.2p6,1S0,(30300),300
100,+91,1s2.2s2.2p5,2P*<3/2>,(30800),300
100,+92,1s2.2s2.2p4,3P<2>,(31300),400
100,+93,1s2.2s2.2p3,"(0,3/2)*<3/2>",(31800),400
100,+94,1s2.2s2.2p2,3P0,(38400),400
100,+95,1s2.2s2.2p,2P*<1/2>,(39100),400
100,+96,1s2.2s2,1S0,(40000),400
100,+97,1s2.2s,2S<1/2>,(40482.2),1.1
100,+98,1s2,1S0,(158171),6
100,+99,1s,2S<1/2>,(160808),6
101,0,[Rn].5f13.7s2,2F*<7/2>,[6.58],0.07
101,+1,[Rn].5f13.7s,3F*<4>,[12.4],0.4
101,+2,[Rn].5f13,2F*<7/2>,[24.3],0.4
101,+3,[Rn].5f12,3H<6>,[40.0],0.4
101,+4,[Rn].5f11,4I*<15/2>,(54.1),1.9
101,+5,[Rn].5f10,5I<8>,(76.0),2.0
101,+6,[Rn].5f9,6H*<15/2>,(96.0),2.0
101,+7,[Rn].5f8,7F<6>,(115.1),2.1
101,+8,[Rn].5f7,8S*<7/2>,(143.9),2.2
101,+9,[Rn].5f6,7F0,(162.0),2.2
101,+10,[Rn].5f5,6H*<5/2>,(187.0),2.4
101,+11,[Rn].5f4,5I<4>,(215),11
101,+12,[Hg].5f7.6p2,*,(240),12
101,+13,[Hg].5f6.6p2,,(260),12
101,+14,[Hg].5f6.6p,*,(282),14
101,+15,[Hg].5f6,,(307),15
101,+16,[Hg].5f5,*,(334),16
101,+17,[Hg].5f4,,(360),17
101,+18,[Hg].5f3,*,(386),20
101,+19,[Hg].5f2,,(412),21
101,+20,[Hg].5f,2F*<5/2>,(438),22
101,+21,[Xe].4f14.5d10.6s2,1S0,(462),4
101,+22,[Xe].4f14.5d10.6s,2S<1/2>,(486),4
101,+23,[Xe].4f14.5d10,1S0,(659),4
101,+24,[Xe].4f14.5d9,2D<5/2>,(690),4
101,+25,[Xe].4f14.5d8,3F<4>,(723),4
101,+26,[Xe].4f14.5d7,4F<9/2>,(760),4
101,+27,[Xe].4f14.5d6,5D<4>,(794),4
101,+28,[Xe].4f14.5d5,6S<5/2>,(828),4
101,+29,[Xe].4f14.5d4,5D0,(885),4
101,+30,[Xe].4f14.5d3,4F<3/2>,(920),4
101,+31,[Xe].4f14.5d2,3F<2>,(958),4
101,+32,[Xe].4f14.5d,2D<3/2>,(994),4
101,+33,[Xe].4f14,1S0,(1160),60
101,+34,[Cd].4f14.5p5,2P*<3/2>,(1210),60
101,+35,[Cd].4f14.5p4,3P<2>,(1250),60
101,+36,[Cd].4f14.5p3,2P*<3/2>,(1290),60
101,+37,[Cd].4f14.5p2,3P0,(1430),70
101,+38,[Cd].4f14.5p,2P*<1/2>,(1480),70
101,+39,[Cd].4f14,1S0,(1620),80
101,+40,[Kr].4d10.4f14.5s,2S<1/2>,(1660),80
101,+41,[Kr].4d10.4f14,1S0,(1840),90
101,+42,[Kr].4d10.4f13,2F*<7/2>,(1930),100
101,+43,[Kr].4d10.4f12,,(2020),100
101,+44,[Kr].4d10.4f11,4I*<15/2>,(2110),110
101,+45,[Kr].4d10.4f10,5I<8>,(2200),110
101,+46,[Kr].4d10.4f9,6H*<15/2>,(2290),120
101,+47,[Kr].4d10.4f8,7F<6>,(2390),120
101,+48,[Kr].4d10.4f7,8S*<7/2>,(2480),120
101,+49,[Kr].4d10.4f6,7F0,(2580),120
101,+50,[Kr].4d10.4f5,6H*<5/2>,(2680),140
101,+51,[Kr].4d10.4f4,5I<4>,(2760),140
101,+52,[Kr].4d10.4f3,4I*<9/2>,(2860),150
101,+53,[Kr].4d10.4f2,3H<4>,(2950),150
101,+54,[Kr].4d10.4f,2F*<5/2>,(3050),150
101,+55,[Kr].4d10,1S0,(3513),5
101,+56,[Kr].4d9,2D<5/2>,(3592),5
101,+57,[Kr].4d8,3F<4>,(3675),6
101,+58,[Kr].4d7,4F<9/2>,(3762),6
101,+59,[Kr].4d6,5D<4>,(3845),7
101,+60,[Kr].4d5,<5/2>,(3926),10
101,+61,[Kr].4d4,5D0,(4109),12
101,+62,[Kr].4d3,4F<3/2>,(4194),15
101,+63,[Kr].4d2,3F<2>,(4286),19
