At. Num,Ion Charge,Ground Shells,Ground Level,Ionization Energy (eV),Uncertainty (eV)
62,+1,[Xe].4f6.6s,8F<1/2>,[11.078],0.020
62,+2,[Xe].4f6,7F0,[23.55],0.08
62,+3,[Xe].4f5,6H*<5/2>,[41.64],0.11
62,+4,[Xe].4f4,5I<4>,[62.7],0.4
62,+5,[Xe].4f3,4I*<9/2>,(87),4
62,+6,[Cd].4f4.5p4,,(103),5
62,+7,[Cd].4f4.5p3,*,(118),6
62,+8,[Cd].4f4.5p2,,(141),7
62,+9,[Cd].4f4.5p,*,(158),8
62,+10,[Cd].4f4,,(179),9
62,+11,[Cd].4f3,*,(208),10
62,+12,[Cd].4f2,,(237),12
62,+13,[Cd].4f,2F*<5/2>,(257),12
62,+14,[Kr].4d10.4f.5s,*,(276),14
62,+15,[Kr].4d10.4f,2F*<5/2>,[306.5],0.5
62,+16,[Kr].4d10,1S0,(474),3
62,+17,[Kr].4d9,2D<5/2>,(506),3
62,+18,[Kr].4d8,3F<4>,(543),3
62,+19,[Kr].4d7,4F<9/2>,(581),4
62,+20,[Kr].4d6,5D<4>,(617),4
62,+21,[Kr].4d5,6S<5/2>,(658),4
62,+22,[Kr].4d4,5D0,(702),4
62,+23,[Kr].4d3,4F<3/2>,(742),4
62,+24,[Kr].4d2,3F<2>,(782),4
62,+25,[Kr].4d,2D<3/2>,(822),4
62,+26,[Ar].3d10.4s2.4p6,1S0,(976),4
62,+27,[Ar].3d10.4s2.4p5,2P*<3/2>,(1016),4
62,+28,[Ar].3d10.4s2.4p4,3P<2>,(1060),4
62,+29,[Ar].3d10.4s2.4p3,4S*<3/2>,(1103),4
62,+30,[Ar].3d10.4s2.4p2,3P0,(1180),4
62,+31,[Ar].3d10.4s2.4p,2P*<1/2>,(1226),4
62,+32,[Ar].3d10.4s2,1S0,(1332),4
62,+33,[Ar].3d10.4s,2S<1/2>,[1381.56],0.21
62,+34,[Ar].3d10,1S0,(2371),5
62,+35,[Ar].3d9,2D<5/2>,(2466),5
62,+36,[Ar].3d8,3F<4>,(2569),5
62,+37,[Ar].3d7,4F<9/2>,(2676),4
62,+38,[Ar].3d6,<4>,(2782),4
62,+39,[Ar].3d5,<5/2>,(2887),4
62,+40,[Ar].3d4,5D0,(3028),4
62,+41,[Ar].3d3,4F<3/2>,(3137),4
62,+42,[Ar].3d2,3F<2>,(3253),4
62,+43,[Ar].3d,2D<3/2>,(3363),4
62,+44,[Ne].3s2.3p6,1S0,(3669),4
62,+45,[Ne].3s2.3p5,2P*<3/2>,(3766),4
62,+46,[Ne].3s2.3p4,3P<2>,(3873),4
62,+47,[Ne].3s2.3p3,2P*<3/2>,(3971),4
62,+48,[Ne].3s2.3p2,3P0,(4227),4
62,+49,[Ne].3s2.3p,2P*<1/2>,(4337),4
62,+50,[Ne].3s2,1S0,(4548),4
62,+51,[Ne].3s,2S<1/2>,(4655),4
62,+52,1s2.2s2.2p6,1S0,(10494),4
62,+53,1s2.2s2.2p5,2P*<3/2>,(10762),5
62,+54,1s2.2s2.2p4,3P<2>,(11060),5
62,+55,1s2.2s2.2p3,"(0,3/2)*<3/2>",(11337),5
62,+56,1s2.2s2.2p2,3P0,(12264),5
62,+57,1s2.2s2.2p,2P*<1/2>,(12588),6
62,+58,1s2.2s2,1S0,(12992),6
62,+59,1s2.2s,2S<1/2>,(13262.85),0.09
62,+60,1s2,1S0,(53986.12),0.07
62,+61,1s,2S<1/2>,(55214.30),0.05
63,0,[Xe].4f7.6s2,8S*<7/2>,5.670385,0.000005
63,+1,[Xe].4f7.6s,9S*<4>,[11.240],0.006
63,+2,[Xe].4f7,8S*<7/2>,[24.84],0.03
63,+3,[Xe].4f6,7F0,[42.94],0.11
63,+4,[Xe].4f5,6H*<5/2>,[63.2],0.4
63,+5,[Cd].4f5.5p5,,(89),4
63,+6,[Cd].4f5.5p4,*,(105),5
63,+7,[Cd].4f5.5p3,,(120),6
63,+8,[Cd].4f5.5p2,*,(144),7
63,+9,[Cd].4f5.5p,,(161),8
63,+10,[Cd].4f5,*,(183),9
63,+11,[Cd].4f4,,(213),11
63,+12,[Cd].4f3,*,(243),12
63,+13,[Cd].4f2,,(263),14
63,+14,[Kr].4d10.4f2.5s,,(281),14
63,+15,[Kr].4d10.4f2,3H<4>,(311),16
63,+16,[Kr].4d10.4f,2F*<5/2>,[344.4],0.5
63,+17,[Kr].4d10,1S0,(518),3
63,+18,[Kr].4d9,2D<5/2>,(553),3
63,+19,[Kr].4d8,3F<4>,(590),4
63,+20,[Kr].4d7,4F<9/2>,(630),4
63,+21,[Kr].4d6,5D<4>,(667),4
63,+22,[Kr].4d5,6S<5/2>,(709),4
63,+23,[Kr].4d4,5D0,(755),4
63,+24,[Kr].4d3,4F<3/2>,(795),4
63,+25,[Kr].4d2,3F<2>,(838),4
63,+26,[Kr].4d,2D<3/2>,(879),4
63,+27,[Ar].3d10.4s2.4p6,1S0,(1037),4
63,+28,[Ar].3d10.4s2.4p5,2P*<3/2>,(1078),4
63,+29,[Ar].3d10.4s2.4p4,3P<2>,(1124),4
63,+30,[Ar].3d10.4s2.4p3,4S*<3/2>,(1167),4
63,+31,[Ar].3d10.4s2.4p2,3P0,(1249),4
63,+32,[Ar].3d10.4s2.4p,2P*<1/2>,(1296),4
63,+33,[Ar].3d10.4s2,1S0,(1406),5
63,+34,[Ar].3d10.4s,2S<1/2>,[1456.06],0.25
63,+35,[Ar].3d10,1S0,(2495),5
63,+36,[Ar].3d9,2D<5/2>,(2591),5
63,+37,[Ar].3d8,3F<4>,(2697),4
63,+38,[Ar].3d7,4F<9/2>,(2807),4
63,+39,[Ar].3d6,<4>,(2914),4
63,+40,[Ar].3d5,<5/2>,(3022),4
63,+41,[Ar].3d4,5D0,(3168),4
63,+42,[Ar].3d3,4F<3/2>,(3279),4
63,+43,[Ar].3d2,3F<2>,(3398),4
63,+44,[Ar].3d,2D<3/2>,(3510),4
63,+45,[Ne].3s2.3p6,1S0,(3823),4
63,+46,[Ne].3s2.3p5,2P*<3/2>,(3921),4
63,+47,[Ne].3s2.3p4,3P<2>,(4031),4
63,+48,[Ne].3s2.3p3,2P*<3/2>,(4131),4
63,+49,[Ne].3s2.3p2,3P0,(4400),4
63,+50,[Ne].3s2.3p,2P*<1/2>,(4513),4
63,+51,[Ne].3s2,1S0,(4729),4
63,+52,[Ne].3s,2S<1/2>,(4838),4
63,+53,1s2.2s2.2p6,1S0,(10880),5
63,+54,1s2.2s2.2p5,2P*<3/2>,(11153),5
63,+55,1s2.2s2.2p4,3P<2>,(11457),5
63,+56,1s2.2s2.2p3,"(0,3/2)*<3/2>",(11739),5
63,+57,1s2.2s2.2p2,3P0,(12718),6
63,+58,1s2.2s2.2p,2P*<1/2>,(13050),6
63,+59,1s2.2s2,1S0,(13462),7
63,+60,1s2.2s,2S<1/2>,(13738.58),0.09
63,+61,1s2,1S0,(55865.93),0.08
63,+62,1s,2S<1/2>,(57120.64),0.05
64,0,[Xe].4f7.5d.6s2,9D*<2>,6.14980,0.00004
64,+1,[Xe].4f7.5d.6s,10D*<5/2>,[12.076],0.020
64,+2,[Xe].4f7.5d,9D*<2>,[20.54],0.03
64,+3,[Xe].4f7,8S*<7/2>,[44.44],0.08
64,+4,[Xe].4f6,7F0,[64.8],0.4
64,+5,[Cd].4f6.5p5,*,(89),4
64,+6,[Cd].4f6.5p4,,(106),5
64,+7,[Cd].4f6.5p3,*,(123),6
64,+8,[Cd].4f6.5p2,,(144),7
64,+9,[Cd].4f5.5p2,*,(165),8
64,+10,[Cd].4f5.5p,,(183),9
64,+11,[Cd].4f5,*,(213),11
64,+12,[Cd].4f4,,(246),12
64,+13,[Kr].4d10.4f5,6H*<5/2>,(268),14
64,+14,[Cd].4f2,,(288),15
64,+15,[Kr].4d10.4f3,4I*<9/2>,(319),16
64,+16,[Kr].4d10.4f2,3H<4>,(352),17
64,+17,[Kr].4d10.4f,2F*<5/2>,(384.4),2.5
64,+18,[Kr].4d10,1S0,(565),3
64,+19,[Kr].4d9,2D<5/2>,(601),4
64,+20,[Kr].4d8,3F<4>,(639),4
64,+21,[Kr].4d7,4F<9/2>,(680),4
64,+22,[Kr].4d6,5D<4>,(719),4
64,+23,[Kr].4d5,6S<5/2>,(761),4
64,+24,[Kr].4d4,5D0,(810),4
64,+25,[Kr].4d3,4F<3/2>,(851),4
64,+26,[Kr].4d2,3F<2>,(895),4
64,+27,[Kr].4d,2D<3/2>,(937),4
64,+28,[Ar].3d10.4s2.4p6,1S0,(1100),4
64,+29,[Ar].3d10.4s2.4p5,2P*<3/2>,(1142),4
64,+30,[Ar].3d10.4s2.4p4,3P<2>,(1189),4
64,+31,[Ar].3d10.4s2.4p3,4S*<3/2>,(1233),4
64,+32,[Ar].3d10.4s2.4p2,3P0,(1321),4
64,+33,[Ar].3d10.4s2.4p,2P*<1/2>,(1368),5
64,+34,[Ar].3d10.4s2,1S0,(1481),5
64,+35,[Ar].3d10.4s,2S<1/2>,[1532.3],0.3
64,+36,[Ar].3d10,1S0,(2621),5
64,+37,[Ar].3d9,2D<5/2>,(2720),4
64,+38,[Ar].3d8,3F<4>,(2827),4
64,+39,[Ar].3d7,4F<9/2>,(2941),4
64,+40,[Ar].3d6,<4>,(3050),4
64,+41,[Ar].3d5,<5/2>,(3160),4
64,+42,[Ar].3d4,5D0,(3312),4
64,+43,[Ar].3d3,4F<3/2>,(3424),4
64,+44,[Ar].3d2,3F<2>,(3546),4
64,+45,[Ar].3d,2D<3/2>,(3660),4
64,+46,[Ne].3s2.3p6,1S0,(3980),4
64,+47,[Ne].3s2.3p5,2P*<3/2>,(4080),4
64,+48,[Ne].3s2.3p4,3P<2>,(4191),4
64,+49,[Ne].3s2.3p3,2P*<3/2>,(4294),4
64,+50,[Ne].3s2.3p2,3P0,(4578),4
64,+51,[Ne].3s2.3p,2P*<1/2>,(4693),4
64,+52,[Ne].3s2,1S0,(4914),4
64,+53,[Ne].3s,2S<1/2>,(5025),5
64,+54,1s2.2s2.2p6,1S0,(11273),5
64,+55,1s2.2s2.2p5,2P*<3/2>,(11552),5
64,+56,1s2.2s2.2p4,3P<2>,(11861),5
64,+57,1s2.2s2.2p3,"(0,3/2)*<3/2>",(12147),6
64,+58,1s2.2s2.2p2,3P0,(13183),6
64,+59,1s2.2s2.2p,2P*<1/2>,(13521),7
64,+60,1s2.2s2,1S0,(13943),10
64,+61,1s2.2s,2S<1/2>,(14224.57),0.10
64,+62,1s2,1S0,(57783.91),0.08
64,+63,1s,2S<1/2>,(59065.54),0.05
65,0,[Xe].4f9.6s2,6H*<15/2>,5.8638,0.0006
65,+1,[Xe].4f9.6s,"(15/2,1/2)*<8>",[11.513],0.020
65,+2,[Xe].4f9,6H*<15/2>,[21.82],0.03
65,+3,[Xe].4f8,7F<6>,[39.33],0.04
65,+4,[Xe].4f7,8S*<7/2>,[66.5],0.3
65,+5,[Cd].4f7.5p5,,(90),4
65,+6,[Cd].4f8.5p3,*,(108),5
65,+7,[Cd].4f7.5p3,,(125),6
65,+8,[Cd].4f7.5p2,*,(143),7
65,+9,[Cd].4f6.5p2,,(168),8
65,+10,[Cd].4f6.5p,*,(186),9
65,+11,[Cd].4f6,,(216),11
65,+12,[Cd].4f5,*,(250),12
65,+13,[Cd].4f4,,(273),14
65,+14,[Kr].4d10.4f5,6H*<5/2>,(294),15
65,+15,[Kr].4d10.4f4,5I<4>,(325),16
65,+16,[Kr].4d10.4f3,4I*<9/2>,(358),17
65,+17,[Kr].4d10.4f2,3H<4>,(393),20
65,+18,[Kr].4d10.4f,2F*<5/2>,(426.6),2.5
65,+19,[Kr].4d10,1S0,(613),4
65,+20,[Kr].4d9,2D<5/2>,(651),4
65,+21,[Kr].4d8,3F<4>,(690),4
65,+22,[Kr].4d7,4F<9/2>,(732),4
65,+23,[Kr].4d6,5D<4>,(772),4
65,+24,[Kr].4d5,6S<5/2>,(816),4
65,+25,[Kr].4d4,5D0,(866),4
65,+26,[Kr].4d3,4F<3/2>,(909),4
65,+27,[Kr].4d2,3F<2>,(954),4
65,+28,[Kr].4d,2D<3/2>,(997),4
65,+29,[Ar].3d10.4s2.4p6,1S0,(1165),4
65,+30,[Ar].3d10.4s2.4p5,2P*<3/2>,(1208),4
65,+31,[Ar].3d10.4s2.4p4,3P<2>,(1256),4
65,+32,[Ar].3d10.4s2.4p3,4S*<3/2>,(1301),4
65,+33,[Ar].3d10.4s2.4p2,3P0,(1393),5
65,+34,[Ar].3d10.4s2.4p,2P*<1/2>,(1443),5
65,+35,[Ar].3d10.4s2,1S0,(1559),5
65,+36,[Ar].3d10.4s,2S<1/2>,[1610.4],0.7
65,+37,[Ar].3d10,1S0,(2750),4
65,+38,[Ar].3d9,2D<5/2>,(2852),4
65,+39,[Ar].3d8,3F<4>,(2961),4
65,+40,[Ar].3d7,4F<9/2>,(3078),4
65,+41,[Ar].3d6,<4>,(3189),4
65,+42,[Ar].3d5,<5/2>,(3300),4
65,+43,[Ar].3d4,5D0,(3458),4
65,+44,[Ar].3d3,4F<3/2>,(3573),4
65,+45,[Ar].3d2,3F<2>,(3698),4
65,+46,[Ar].3d,2D<3/2>,(3814),4
65,+47,[Ne].3s2.3p6,1S0,(4139),4
65,+48,[Ne].3s2.3p5,2P*<3/2>,(4242),4
65,+49,[Ne].3s2.3p4,3P<2>,(4355),4
65,+50,[Ne].3s2.3p3,2P*<3/2>,(4460),4
65,+51,[Ne].3s2.3p2,3P0,(4760),4
65,+52,[Ne].3s2.3p,2P*<1/2>,(4877),4
65,+53,[Ne].3s2,1S0,(5103),5
65,+54,[Ne].3s,2S<1/2>,(5217),5
65,+55,1s2.2s2.2p6,1S0,(11673),5
65,+56,1s2.2s2.2p5,2P*<3/2>,(11957),5
65,+57,1s2.2s2.2p4,3P<2>,(12272),6
65,+58,1s2.2s2.2p3,"(0,3/2)*<3/2>",(12563),6
65,+59,1s2.2s2.2p2,3P0,(13658),7
65,+60,1s2.2s2.2p,2P*<1/2>,(14003),10
65,+61,1s2.2s2,1S0,(14434),12
65,+62,1s2.2s,2S<1/2>,(14721.02),0.10
65,+63,1s2,1S0,(59741.12),0.09
65,+64,1s,2S<1/2>,(61050.1),0.6
66,0,[Xe].4f10.6s2,5I<8>,5.939061,0.000006
66,+1,[Xe].4f10.6s,"(8,1/2)<17/2>",[11.647],0.020
66,+2,[Xe].4f10,5I<8>,[22.89],0.03
66,+3,[Xe].4f9,6H*<15/2>,[41.23],0.08
66,+4,[Xe].4f8,7F<6>,[62.1],0.3
66,+5,[Cd].4f8.5p5,*,(93),5
66,+6,[Cd].4f8.5p4,,(110),5
66,+7,[Cd].4f9.5p2,*,(127),6
66,+8,[Cd].4f8.5p2,,(152),8
66,+9,[Cd].4f8.5p,*,(170),9
66,+10,[Cd].4f8,,(192),10
66,+11,[Cd].4f7,*,(224),11
66,+12,[Cd].4f6,,(259),12
66,+13,[Kr].4d10.4f6.5s,,(279),14
66,+14,[Cd].4f4,,(300),15
66,+15,[Kr].4d10.4f5,6H*<5/2>,(332),16
66,+16,[Kr].4d10.4f4,5I<4>,(366),19
66,+17,[Kr].4d10.4f3,4I*<9/2>,(399),20
66,+18,[Kr].4d10.4f2,3H<4>,(431),21
66,+19,[Kr].4d10.4f,2F*<5/2>,(464.9),2.5
66,+20,[Kr].4d10,1S0,(664),4
66,+21,[Kr].4d9,2D<5/2>,(702),4
66,+22,[Kr].4d8,3F<4>,(743),4
66,+23,[Kr].4d7,4F<9/2>,(786),4
66,+24,[Kr].4d6,5D<4>,(827),4
66,+25,[Kr].4d5,6S<5/2>,(872),4
66,+26,[Kr].4d4,5D0,(924),4
66,+27,[Kr].4d3,4F<3/2>,(969),4
66,+28,[Kr].4d2,3F<2>,(1014),4
66,+29,[Kr].4d,2D<3/2>,(1059),4
66,+30,[Ar].3d10.4s2.4p6,1S0,(1232),4
66,+31,[Ar].3d10.4s2.4p5,2P*<3/2>,(1275),4
66,+32,[Ar].3d10.4s2.4p4,3P<2>,(1325),4
66,+33,[Ar].3d10.4s2.4p3,4S*<3/2>,(1371),5
66,+34,[Ar].3d10.4s2.4p2,3P0,(1468),5
66,+35,[Ar].3d10.4s2.4p,2P*<1/2>,(1520),5
66,+36,[Ar].3d10.4s2,1S0,(1638),5
66,+37,[Ar].3d10.4s,2S<1/2>,[1691.7],0.3
66,+38,[Ar].3d10,1S0,(2882),4
66,+39,[Ar].3d9,2D<5/2>,(2987),4
66,+40,[Ar].3d8,3F<4>,(3098),4
66,+41,[Ar].3d7,4F<9/2>,(3217),4
66,+42,[Ar].3d6,<4>,(3331),4
66,+43,[Ar].3d5,<5/2>,(3445),4
66,+44,[Ar].3d4,5D0,(3607),4
66,+45,[Ar].3d3,4F<3/2>,(3725),4
66,+46,[Ar].3d2,3F<2>,(3852),4
66,+47,[Ar].3d,2D<3/2>,(3970),4
66,+48,[Ne].3s2.3p6,1S0,(4303),4
66,+49,[Ne].3s2.3p5,2P*<3/2>,(4407),4
66,+50,[Ne].3s2.3p4,3P<2>,(4523),4
66,+51,[Ne].3s2.3p3,2P*<3/2>,(4629),4
66,+52,[Ne].3s2.3p2,3P0,(4945),4
66,+53,[Ne].3s2.3p,2P*<1/2>,(5066),5
66,+54,[Ne].3s2,1S0,(5296),5
66,+55,[Ne].3s,2S<1/2>,(5412),5
66,+56,1s2.2s2.2p6,1S0,(12081),5
66,+57,1s2.2s2.2p5,2P*<3/2>,(12370),6
66,+58,1s2.2s2.2p4,3P<2>,(12690),6
66,+59,1s2.2s2.2p3,"(0,3/2)*<3/2>",(12986),7
66,+60,1s2.2s2.2p2,3P0,(14144),10
66,+61,1s2.2s2.2p,2P*<1/2>,(14495),12
66,+62,1s2.2s2,1S0,(14936),15
66,+63,1s2.2s,2S<1/2>,(15228.06),0.11
66,+64,1s2,1S0,(61736.62),0.10
66,+65,1s,2S<1/2>,(63073.23),0.10
67,0,[Xe].4f11.6s2,4I*<15/2>,6.0215,0.0006
67,+1,[Xe].4f11.6s,"(15/2,1/2)*<8>",[11.781],0.020
67,+2,[Xe].4f11,4I*<15/2>,[22.79],0.03
67,+3,[Xe].4f10,5I<8>,[42.52],0.08
67,+4,[Xe].4f9,6H*<15/2>,[63.9],0.3
67,+5,[Cd].4f9.5p5,,(95),5
67,+6,[Cd].4f9.5p4,*,(112),6
67,+7,[Cd].4f9.5p3,,(129),6
67,+8,[Cd].4f10.5p,*,(155),8
67,+9,[Cd].4f9.5p,,(173),9
67,+10,[Cd].4f9,*,(197),10
67,+11,[Cd].4f8,,(229),12
67,+12,[Cd].4f7,*,(263),14
67,+13,[Cd].4f6,,(284),14
67,+14,[Kr].4d10.4f6.5s,,(305),15
67,+15,[Cd].4f4,,(340),17
67,+16,[Kr].4d10.4f5,6H*<5/2>,(373),19
67,+17,[Kr].4d10.4f4,5I<4>,(408),20
67,+18,[Kr].4d10.4f3,4I*<9/2>,(441),22
67,+19,[Kr].4d10.4f2,3H<4>,(475),24
67,+20,[Kr].4d10.4f,2F*<5/2>,(510),4
67,+21,[Kr].4d10,1S0,(715),4
67,+22,[Kr].4d9,2D<5/2>,(755),4
67,+23,[Kr].4d8,3F<4>,(797),4
67,+24,[Kr].4d7,4F<9/2>,(842),4
67,+25,[Kr].4d6,5D<4>,(885),4
67,+26,[Kr].4d5,6S<5/2>,(929),4
67,+27,[Kr].4d4,5D0,(985),4
67,+28,[Kr].4d3,4F<3/2>,(1029),4
67,+29,[Kr].4d2,3F<2>,(1077),4
67,+30,[Kr].4d,2D<3/2>,(1122),4
67,+31,[Ar].3d10.4s2.4p6,1S0,(1300),4
67,+32,[Ar].3d10.4s2.4p5,2P*<3/2>,(1346),4
67,+33,[Ar].3d10.4s2.4p4,3P<2>,(1395),5
67,+34,[Ar].3d10.4s2.4p3,4S*<3/2>,(1443),5
67,+35,[Ar].3d10.4s2.4p2,3P0,(1545),5
67,+36,[Ar].3d10.4s2.4p,2P*<1/2>,(1598),5
67,+37,[Ar].3d10.4s2,1S0,(1719),4
67,+38,[Ar].3d10.4s,2S<1/2>,[1773.6],0.9
67,+39,[Ar].3d10,1S0,(3018),4
67,+40,[Ar].3d9,2D<5/2>,(3125),4
67,+41,[Ar].3d8,3F<4>,(3238),4
67,+42,[Ar].3d7,4F<9/2>,(3359),4
67,+43,[Ar].3d6,<4>,(3476),4
67,+44,[Ar].3d5,<5/2>,(3592),4
67,+45,[Ar].3d4,5D0,(3760),4
67,+46,[Ar].3d3,4F<3/2>,(3880),4
67,+47,[Ar].3d2,3F<2>,(4009),4
67,+48,[Ar].3d,2D<3/2>,(4131),4
67,+49,[Ne].3s2.3p6,1S0,(4469),4
67,+50,[Ne].3s2.3p5,2P*<3/2>,(4576),4
67,+51,[Ne].3s2.3p4,3P<2>,(4693),4
67,+52,[Ne].3s2.3p3,2P*<3/2>,(4802),4
67,+53,[Ne].3s2.3p2,3P0,(5135),5
67,+54,[Ne].3s2.3p,2P*<1/2>,(5258),5
67,+55,[Ne].3s2,1S0,(5494),5
67,+56,[Ne].3s,2S<1/2>,(5611),5
67,+57,1s2.2s2.2p6,1S0,(12495),6
67,+58,1s2.2s2.2p5,2P*<3/2>,(12790),6
67,+59,1s2.2s2.2p4,3P<2>,(13116),7
67,+60,1s2.2s2.2p3,"(0,3/2)*<3/2>",(13417),10
67,+61,1s2.2s2.2p2,3P0,(14639),12
67,+62,1s2.2s2.2p,2P*<1/2>,(14998),15
67,+63,1s2.2s2,1S0,(15448),19
67,+64,1s2.2s,2S<1/2>,(15745.77),0.11
67,+65,1s2,1S0,(63772.42),0.11
67,+66,1s,2S<1/2>,(65137.13),0.16
68,0,[Xe].4f12.6s2,3H<6>,6.1077,0.0010
68,+1,[Xe].4f12.6s,"(6,1/2)<13/2>",[11.916],0.020
68,+2,[Xe].4f12,3H<6>,[22.70],0.03
68,+3,[Xe].4f11,4I*<15/2>,[42.42],0.04
68,+4,[Xe].4f10,5I<8>,[65.1],0.4
68,+5,[Cd].4f10.5p5,*,(96),5
68,+6,[Cd].4f10.5p4,,(114),6
68,+7,[Cd].4f10.5p3,*,(131),7
68,+8,[Cd].4f10.5p2,,(158),8
68,+9,[Cd].4f10.5p,*,(177),9
68,+10,[Cd].4f10,,(201),10
68,+11,[Cd].4f9,*,(235),11
68,+12,[Cd].4f8,,(268),14
68,+13,[Cd].4f7,*,(290),15
68,+14,[Kr].4d10.4f7.5s,*,(311),16
68,+15,[Kr].4d10.4f7,8S*<7/2>,(345),17
68,+16,[Kr].4d10.4f6,7F0,(381),19
68,+17,[Kr].4d10.4f5,6H*<5/2>,(415),21
68,+18,[Kr].4d10.4f4,5I<4>,(450),22
68,+19,[Kr].4d10.4f3,4I*<9/2>,(486),25
68,+20,[Kr].4d10.4f2,3H<4>,(520),30
68,+21,[Kr].4d10.4f,2F*<5/2>,(555),5
68,+22,[Kr].4d10,1S0,(770),4
68,+23,[Kr].4d9,2D<5/2>,(810),4
68,+24,[Kr].4d8,3F<4>,(853),4
68,+25,[Kr].4d7,4F<9/2>,(899),4
68,+26,[Kr].4d6,5D<4>,(943),4
68,+27,[Kr].4d5,6S<5/2>,(989),4
68,+28,[Kr].4d4,5D0,(1046),4
68,+29,[Kr].4d3,4F<3/2>,(1092),4
68,+30,[Kr].4d2,3F<2>,(1142),4
68,+31,[Kr].4d,2D<3/2>,(1188),4
68,+32,[Ar].3d10.4s2.4p6,1S0,(1370),4
68,+33,[Ar].3d10.4s2.4p5,2P*<3/2>,(1416),5
68,+34,[Ar].3d10.4s2.4p4,3P<2>,(1468),5
68,+35,[Ar].3d10.4s2.4p3,4S*<3/2>,(1516),5
68,+36,[Ar].3d10.4s2.4p2,3P0,(1625),5
68,+37,[Ar].3d10.4s2.4p,2P*<1/2>,(1678),4
68,+38,[Ar].3d10.4s2,1S0,(1803),4
68,+39,[Ar].3d10.4s,2S<1/2>,[1858.5],0.5
68,+40,[Ar].3d10,1S0,(3157),4
68,+41,[Ar].3d9,2D<5/2>,(3265),4
68,+42,[Ar].3d8,3F<4>,(3381),4
68,+43,[Ar].3d7,4F<9/2>,(3505),4
68,+44,[Ar].3d6,<4>,(3624),4
68,+45,[Ar].3d5,<5/2>,(3742),4
68,+46,[Ar].3d4,5D0,(3916),4
68,+47,[Ar].3d3,4F<3/2>,(4038),4
68,+48,[Ar].3d2,3F<2>,(4170),4
68,+49,[Ar].3d,2D<3/2>,(4294),4
68,+50,[Ne].3s2.3p6,1S0,(4639),4
68,+51,[Ne].3s2.3p5,2P*<3/2>,(4748),4
68,+52,[Ne].3s2.3p4,3P<2>,(4866),4
68,+53,[Ne].3s2.3p3,2P*<3/2>,(4978),5
68,+54,[Ne].3s2.3p2,3P0,(5329),5
68,+55,[Ne].3s2.3p,2P*<1/2>,(5455),5
68,+56,[Ne].3s2,1S0,(5695),5
68,+57,[Ne].3s,2S<1/2>,(5815),6
68,+58,1s2.2s2.2p6,1S0,(12918),6
68,+59,1s2.2s2.2p5,2P*<3/2>,(13217),7
68,+60,1s2.2s2.2p4,3P<2>,(13548),10
68,+61,1s2.2s2.2p3,"(0,3/2)*<3/2>",(13855),12
68,+62,1s2.2s2.2p2,3P0,(15146),15
68,+63,1s2.2s2.2p,2P*<1/2>,(15511),19
68,+64,1s2.2s2,1S0,(15971),24
68,+65,1s2.2s,2S<1/2>,(16274.56),0.12
68,+66,1s2,1S0,(65848.24),0.12
68,+67,1s,2S<1/2>,(67241.48),0.07
69,0,[Xe].4f13.6s2,2F*<7/2>,6.184402,0.000009
69,+1,[Xe].4f13.6s,"(7/2,1/2)*<4>",[12.065],0.020
69,+2,[Xe].4f13,2F*<7/2>,[23.66],0.03
69,+3,[Xe].4f12,3H<6>,[42.41],0.04
69,+4,[Xe].4f11,4I*<15/2>,[65.4],0.3
69,+5,[Cd].4f11.5p5,5I<8>,(98),5
69,+6,[Cd].4f11.5p4,*,(116),6
69,+7,[Cd].4f11.5p3,,(133),7
69,+8,[Cd].4f11.5p2,*,(160),8
69,+9,[Cd].4f11.5p,,(180),9
69,+10,[Cd].4f11,4I*<15/2>,(205),10
69,+11,[Cd].4f10,,(239),12
69,+12,[Cd].4f9,*,(274),14
69,+13,[Kr].4d10.4f9.5s,*,(295),15
69,+14,[Kr].4d10.4f9,6H*<15/2>,(317),16
69,+15,[Kr].4d10.4f8,7F<6>,(352),17
69,+16,[Kr].4d10.4f7,8S*<7/2>,(387),20
69,+17,[Kr].4d10.4f6,7F0,(424),21
69,+18,[Kr].4d10.4f5,6H*<5/2>,(460),24
69,+19,[Kr].4d10.4f4,5I<4>,(496),25
69,+20,[Kr].4d10.4f3,4I*<9/2>,(530),30
69,+21,[Kr].4d10.4f2,3H<4>,(570),30
69,+22,[Kr].4d10.4f,2F*<5/2>,(603),6
69,+23,[Kr].4d10,1S0,(825),4
69,+24,[Kr].4d9,2D<5/2>,(866),4
69,+25,[Kr].4d8,3F<4>,(911),4
69,+26,[Kr].4d7,4F<9/2>,(958),4
69,+27,[Kr].4d6,5D<4>,(1004),4
69,+28,[Kr].4d5,6S<5/2>,(1050),4
69,+29,[Kr].4d4,5D0,(1110),4
69,+30,[Kr].4d3,4F<3/2>,(1157),4
69,+31,[Kr].4d2,3F<2>,(1207),4
69,+32,[Kr].4d,2D<3/2>,(1255),4
69,+33,[Ar].3d10.4s2.4p6,1S0,(1442),5
69,+34,[Ar].3d10.4s2.4p5,2P*<3/2>,(1490),5
69,+35,[Ar].3d10.4s2.4p4,3P<2>,(1542),5
69,+36,[Ar].3d10.4s2.4p3,4S*<3/2>,(1591),5
69,+37,[Ar].3d10.4s2.4p2,3P0,(1706),4
69,+38,[Ar].3d10.4s2.4p,2P*<1/2>,(1761),4
69,+39,[Ar].3d10.4s2,1S0,(1889),4
